,부채,금융부채,담보대출,담보대출_대출용도_거주주택 구입,담보대출_대출용도_거주주택이외 부동산 구입,담보대출_대출용도_전(월)세 보증금 마련,담보대출_대출용도_부채상환,담보대출_대출용도_사업자금 마련,담보대출_대출용도_생활비 마련,담보대출_대출용도_기타 용도 등,담보대출_대출기관_은행(2010년은 농수협 중앙회 제외),담보대출_대출기관_저축은행,담보대출_대출기관_비은행금융기관(2010년은 농수협중앙회 포함),담보대출_대출기관_보험회사,담보대출_대출기관_기타 기관 등,담보대출_상환방법_만기일시,담보대출_상환방법_원금 분할 상환,담보대출_상환방법_원리금 분할 상환,담보대출_상환방법_원리금 분할 및 일부만기 상환,담보대출_상환방법_기타 상환방법,담보대출_담보형태_거주 주택,담보대출_담보형태_거주 주택 이외 부동산,담보대출_담보형태_예적금 보험 펀드 채권 등,"담보대출_담보형태_기타(전세권, 자동차 등)",부동산 담보대출,부동산 이외 담보대출,신용대출,신용대출_대출용도_거주주택 구입,신용대출_대출용도_거주주택이외 부동산 구입,신용대출_대출용도_전(월)세 보증금 마련,신용대출_대출용도_부채상환,신용대출_대출용도_사업자금 마련,신용대출_대출용도_생활비 마련,신용대출_대출용도_기타 용도 등,신용대출_대출기관_은행(2010년은 농수협 중앙회 제외),신용대출_대출기관_저축은행,신용대출_대출기관_비은행금융기관(2010년은 농수협중앙회 포함),신용대출_대출기관_보험회사,신용대출_대출기관_기타 기관 등,신용대출_상환방법_만기일시,신용대출_상환방법_원금 분할 상환,신용대출_상환방법_원리금 분할 상환,신용대출_상환방법_원리금 분할 및 일부만기 상환,신용대출_상환방법_기타 상환방법,신용대출_대출종류_신용대출,신용대출_대출종류_마이너스통장,신용카드 관련 대출,외상 및 할부미상환액,곗탄후 불입금액,개인 직장에서 빌린 돈_2017년 부터,임대보증금,원리금상환액,원금상환액,이자지급액,순자산액,경상소득(보완),근로소득(보완),사업소득(보완),재산소득(보완),공적 이전소득(보완),사적 이전소득(조사),이전소득(보완)[공적 이전소득(보완)+사적 이전소득(조사)],처분가능소득(보완)[경상소득(보완)-비소비지출(보완)],소비지출,식료품(외식비포함),주거비,교육비(보육료포함),의료비,교통비,통신비,기타 소비지출,"지출(보완)[비소비지출(보완)+소비지출(조사)](2012~2018년: 복지, 2019년~:공통)",비소비지출(보완),세금(보완),공적연금·사회보험료(보완),가구간 이전지출(조사),비영리단체 이전지출(조사),연간지급이자(조사),여유자금 운용 계획,금융자산 투자 시 운용방법,금융자산 투자 시 고려사항,거주지 주택가격 전망,여유자금 부동산 투자 여부
1174,2444.0,2344.0,2120.0,0,1000.0,0,0,0.0,1120,0.0,0.0,0,1700.0,420,0,1120.0,0,0.0,1000.0,0,0,1700.0,420.0,0,1700.0,420.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,174,50,0,0,100.0,1184,994,190,6706.0,3649,1702,600,296,1051,0,1051,3144,1601,480,178,0,10,240,123,570,2106,505,65,250,0,0,190,부채 상환,은행 예금,안전성,모르겠다,예
1176,300.0,300.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,300,0,0,0,0.0,0,0,0,2905.0,7810,7159,651,0,0,0,0,7492,2672,1200,492,0,100,240,240,400,2990,318,121,197,0,0,0,부동산 구입,비은행금융기관 예금,안전성,모르겠다,예
1178,13000.0,5000.0,5000.0,0,0.0,0,0,0.0,5000,0.0,5000.0,0,0.0,0,0,5000.0,0,0.0,0.0,0,0,5000.0,0.0,0,5000.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,8000.0,200,0,200,2000.0,3020,0,0,1374,1496,150,1646,2726,1054,480,122,0,150,40,28,234,1348,294,94,0,0,0,200,부채 상환,은행 예금,안전성,모르겠다,아니오
1182,6000.0,1000.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1000.0,0,0.0,0,0,0,1000,0,1000.0,0,0,0,0,0.0,0,0,0,1000,0.0,1000,0,0,0,0,5000.0,0,0,0,33084.0,4197,2823,0,1205,169,0,169,4027,3444,400,2168,0,360,360,96,60,3614,170,55,115,0,0,0,저축과 금융자산 투자,은행 예금,안전성,하락할 것이다,아니오
1183,13000.0,13000.0,13000.0,0,0.0,0,0,0.0,13000,0.0,0.0,0,0.0,0,13000,13000.0,0,0.0,0.0,0,13000,0.0,0.0,0,13000.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,624,0,624,7608.0,9690,9689,0,1,0,0,0,8105,4154,1200,408,1100,15,360,216,855,5739,1585,288,603,50,20,624,부채 상환,은행 예금,안전성,변화 없을 것이다,예
1184,11455.0,4455.0,2900.0,0,2900.0,0,0,0.0,0,0.0,2900.0,0,0.0,0,0,0.0,0,0.0,2900.0,0,0,0.0,2900.0,0,0.0,2900.0,1555.0,0,1555.0,0,0,0,0,0,1555.0,0,0,0,0,0.0,0,0,0,1555,0.0,1555,0,0,0,0,7000.0,2640,2558,82,114489.0,16147,7104,8400,643,0,0,0,13306,7063,2400,427,1599,317,550,360,1410,9904,2841,815,1616,180,148,82,저축과 금융자산 투자,비은행금융기관 예금,안전성,상승할 것이다,아니오
1187,8600.0,8600.0,3000.0,0,0.0,0,0,0.0,3000,0.0,0.0,0,0.0,3000,0,3000.0,0,0.0,0.0,0,3000,0.0,0.0,0,3000.0,0.0,1000.0,0,0.0,0,1000,0,0,0,0.0,0,0,0,1000,0.0,0,0,0,1000,1000.0,0,1600,500,0,2500,0.0,525,200,325,1680.0,6476,4976,1500,0,0,0,0,6050,3268,1200,178,300,80,600,480,430,3694,426,50,51,0,0,325,부채 상환,비은행금융기관 예금,안전성,상승할 것이다,예
1188,3300.0,3300.0,3000.0,3000,0.0,0,0,0.0,0,0.0,3000.0,0,0.0,0,0,0.0,0,3000.0,0.0,0,3000,0.0,0.0,0,3000.0,0.0,300.0,0,0.0,0,0,0,300,0,300.0,0,0,0,0,0.0,0,0,0,300,0.0,300,0,0,0,0,0.0,625,450,175,30466.0,5547,461,5000,11,75,0,75,4910,2980,700,400,300,300,360,200,720,3617,637,56,336,50,20,175,부채 상환,은행 예금,수익성,변화 없을 것이다,아니오
1193,15300.0,15300.0,10000.0,10000,0.0,0,0,0.0,0,0.0,10000.0,0,0.0,0,0,0.0,0,10000.0,0.0,0,10000,0.0,0.0,0,10000.0,0.0,3000.0,0,0.0,0,0,0,3000,0,3000.0,0,0,0,0,0.0,0,3000,0,0,3000.0,0,0,2300,0,0,0.0,1213,1108,105,21928.0,8354,8354,0,0,0,0,0,6715,4082,840,240,800,60,600,240,1302,5721,1639,465,609,160,300,105,부동산 구입,은행 예금,안전성,상승할 것이다,예
1194,15.0,15.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,15,0,0,0.0,60,60,0,7105.0,815,324,0,11,480,0,480,796,319,100,156,0,12,6,18,27,338,19,9,0,10,0,0,저축과 금융자산 투자,은행 예금,현금화 가능성,변화 없을 것이다,아니오
1195,500.0,500.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,500,0.0,60,60,0,5950.0,1929,0,455,429,445,600,1045,1781,856,240,400,0,80,50,36,50,1004,148,5,59,60,24,0,부채 상환,은행 예금,접근성(이용의 편리성),모르겠다,아니오
1197,4.0,4.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,4,0,0,0.0,50,50,0,18764.0,8213,8000,0,10,203,0,203,6962,4641,1320,719,860,100,696,230,716,5892,1251,572,679,0,0,0,부동산 구입,은행 예금,접근성(이용의 편리성),상승할 것이다,예
1199,1500.0,1500.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1500.0,0,0.0,0,1000,500,0,0,1500.0,0,0,0,0,1000.0,0,0,500,0,1500.0,0,0,0,0,0,0.0,6354,6137,217,10758.0,4757,3224,1000,12,521,0,521,4101,1845,610,235,0,150,265,150,435,2501,656,63,226,120,30,217,저축과 금융자산 투자,은행 예금,안전성,하락할 것이다,아니오
1200,2795.0,2795.0,1295.0,1295,0.0,0,0,0.0,0,0.0,0.0,0,1295.0,0,0,0.0,0,1295.0,0.0,0,1295,0.0,0.0,0,1295.0,0.0,1500.0,0,0.0,0,0,0,1500,0,0.0,1500,0,0,0,0.0,0,0,0,1500,0.0,1500,0,0,0,0,0.0,100,0,100,16237.0,5005,4003,1000,2,0,0,0,4198,2411,400,295,0,120,200,216,1180,3218,807,135,342,150,80,100,부채 상환,은행 예금,안전성,변화 없을 것이다,예
1201,10700.0,10700.0,5700.0,5700,0.0,0,0,0.0,0,0.0,5700.0,0,0.0,0,0,0.0,0,0.0,5700.0,0,5700,0.0,0.0,0,5700.0,0.0,4900.0,0,0.0,0,0,0,2400,2500,4900.0,0,0,0,0,0.0,0,2500,0,2400,4900.0,0,0,100,0,0,0.0,1981,1250,731,14405.0,7430,7429,0,1,0,0,0,5602,4060,850,350,1800,50,180,250,580,5888,1828,417,560,70,50,731,부채 상환,개인연금,수익성,하락할 것이다,아니오
1202,39000.0,39000.0,29000.0,19000,0.0,0,0,0.0,0,10000.0,12000.0,0,17000.0,0,0,10000.0,0,2000.0,17000.0,0,2000,27000.0,0.0,0,29000.0,0.0,10000.0,0,0.0,0,0,10000,0,0,0.0,0,0,0,10000,0.0,0,0,0,10000,0.0,10000,0,0,0,0,0.0,1545,500,1045,30568.0,13786,12694,24,1068,0,0,0,10733,3506,840,276,0,180,760,480,970,6559,3053,916,918,150,24,1045,부채 상환,은행 예금,수익성,하락할 것이다,아니오
1203,11550.0,11550.0,6000.0,6000,0.0,0,0,0.0,0,0.0,6000.0,0,0.0,0,0,0.0,0,6000.0,0.0,0,6000,0.0,0.0,0,6000.0,0.0,5500.0,0,0.0,0,0,0,0,5500,5500.0,0,0,0,0,0.0,0,0,0,5500,5500.0,0,0,50,0,0,0.0,2038,1760,278,4312.0,10008,10001,0,4,3,0,3,8395,4860,1000,200,1200,60,250,500,1650,6473,1613,26,1109,100,100,278,부채 상환,보험,수익성,변화 없을 것이다,예
1204,5590.0,590.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,590.0,0,0.0,0,0,590,0,0,590.0,0,0,0,0,0.0,0,0,0,590,0.0,590,0,0,0,0,5000.0,1023,1000,23,20699.0,4119,4093,0,26,0,0,0,3534,3323,1200,150,600,15,273,420,665,3908,585,65,317,180,0,23,저축과 금융자산 투자,은행 예금,안전성,상승할 것이다,아니오
1208,250.0,250.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,250,0,0,0.0,0,0,0,43550.0,5542,2340,3000,202,0,0,0,4300,3076,840,185,600,150,300,291,710,4318,1242,214,643,370,15,0,부동산 구입,비은행금융기관 예금,접근성(이용의 편리성),변화 없을 것이다,예
1209,9490.0,9490.0,8300.0,8300,0.0,0,0,0.0,0,0.0,8300.0,0,0.0,0,0,0.0,0,8300.0,0.0,0,8300,0.0,0.0,0,8300.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,1190,0,0,0.0,888,766,122,54222.0,21040,14318,3600,46,3076,0,3076,16196,5060,1400,450,0,100,960,450,1700,9904,4844,704,1468,900,1650,122,저축과 금융자산 투자,은행 예금,안전성,하락할 것이다,아니오
1210,6400.0,6400.0,4100.0,4100,0.0,0,0,0.0,0,0.0,2100.0,0,2000.0,0,0,4100.0,0,0.0,0.0,0,4100,0.0,0.0,0,4100.0,0.0,2000.0,0,0.0,0,0,0,2000,0,0.0,0,2000,0,0,0.0,0,0,0,2000,0.0,2000,0,300,0,0,0.0,1210,1000,210,26435.0,8543,8464,0,79,0,0,0,7378,5042,1440,350,1536,196,380,200,940,6207,1165,345,610,0,0,210,부동산 구입,은행 예금,안전성,하락할 것이다,예
1211,4300.0,4300.0,3500.0,0,0.0,3500,0,0.0,0,0.0,3500.0,0,0.0,0,0,3500.0,0,0.0,0.0,0,0,0.0,0.0,3500,0.0,3500.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,800,0,0,0.0,418,336,82,1570.0,2280,2280,0,0,0,0,0,1990,1440,570,180,0,30,210,100,350,1730,290,47,161,0,0,82,부채 상환,비은행금융기관 예금,접근성(이용의 편리성),모르겠다,예
1213,19000.0,16000.0,16000.0,0,16000.0,0,0,0.0,0,0.0,16000.0,0,0.0,0,0,0.0,0,0.0,16000.0,0,0,16000.0,0.0,0,16000.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,3000.0,2600,2000,600,39910.0,7688,3433,2000,2255,0,0,0,6266,3390,1200,420,1000,30,200,240,300,4812,1422,433,369,0,20,600,부채 상환,비은행금융기관 예금,안전성,모르겠다,아니오
1215,4949.0,4949.0,4949.0,4949,0.0,0,0,0.0,0,0.0,4949.0,0,0.0,0,0,0.0,4949,0.0,0.0,0,4949,0.0,0.0,0,4949.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,5796,5651,145,11689.0,4207,3724,424,59,0,0,0,3701,1772,600,240,0,12,120,240,560,2278,506,80,281,0,0,145,저축과 금융자산 투자,은행 예금,안전성,변화 없을 것이다,예
1216,54500.0,54500.0,51500.0,2500,0.0,0,0,49000.0,0,0.0,48500.0,0,3000.0,0,0,3000.0,0,0.0,48500.0,0,2500,49000.0,0.0,0,51500.0,0.0,3000.0,0,0.0,0,0,3000,0,0,3000.0,0,0,0,0,0.0,0,0,0,3000,0.0,3000,0,0,0,0,0.0,1852,1000,852,56480.0,12409,1160,10800,449,0,0,0,8769,5270,1200,210,1200,130,720,240,1570,8910,3640,757,1225,230,576,852,부채 상환,비은행금융기관 예금,안전성,상승할 것이다,예
1217,13000.0,13000.0,12500.0,0,0.0,0,0,12500.0,0,0.0,12500.0,0,0.0,0,0,0.0,0,12500.0,0.0,0,12500,0.0,0.0,0,12500.0,0.0,500.0,0,0.0,0,0,500,0,0,500.0,0,0,0,0,0.0,0,0,0,500,0.0,500,0,0,0,0,0.0,970,600,370,36516.0,4228,0,4000,108,120,0,120,3472,3886,1200,186,720,50,480,360,890,4642,756,104,282,0,0,370,저축과 금융자산 투자,개인연금,안전성,변화 없을 것이다,예
1218,97650.0,87000.0,87000.0,0,87000.0,0,0,0.0,0,0.0,42000.0,0,45000.0,0,0,87000.0,0,0.0,0.0,0,0,87000.0,0.0,0,87000.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,10650.0,3067,0,3067,64096.0,20006,15488,7,4511,0,0,0,13693,4190,550,360,440,300,420,120,2000,10503,6313,1358,1804,0,84,3067,부채 상환,비은행금융기관 예금,수익성,변화 없을 것이다,예
1219,114.0,114.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,114,0,0,0.0,456,456,0,11716.0,2463,1338,0,0,765,360,1125,2373,2378,1320,240,0,60,300,108,350,2468,90,46,24,20,0,0,저축과 금융자산 투자,은행 예금,안전성,모르겠다,아니오
1220,12000.0,8000.0,8000.0,8000,0.0,0,0,0.0,0,0.0,8000.0,0,0.0,0,0,0.0,0,8000.0,0.0,0,8000,0.0,0.0,0,8000.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,4000.0,72,0,72,10356.0,6610,6159,0,149,302,0,302,5500,4127,600,170,0,60,360,180,2757,5237,1110,152,486,100,300,72,부동산 구입,은행 예금,안전성,변화 없을 것이다,예
1224,6000.0,6000.0,6000.0,0,0.0,6000,0,0.0,0,0.0,6000.0,0,0.0,0,0,6000.0,0,0.0,0.0,0,0,0.0,0.0,6000,0.0,6000.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,5892,5640,252,2786.0,4608,3945,341,3,39,280,319,4036,1888,420,288,150,50,380,290,310,2460,572,32,288,0,0,252,부채 상환,비은행금융기관 예금,안전성,하락할 것이다,예
1229,8800.0,8800.0,8800.0,0,0.0,0,0,0.0,0,8800.0,0.0,0,0.0,8800,0,0.0,8800,0.0,0.0,0,8800,0.0,0.0,0,8800.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,828,492,336,42961.0,4914,1957,1800,145,1012,0,1012,3692,2242,600,336,0,10,720,120,456,3464,1222,86,180,90,530,336,부채 상환,비은행금융기관 예금,안전성,변화 없을 것이다,예
1230,4670.0,4670.0,4100.0,4100,0.0,0,0,0.0,0,0.0,4100.0,0,0.0,0,0,0.0,0,4100.0,0.0,0,4100,0.0,0.0,0,4100.0,0.0,570.0,0,0.0,0,0,0,570,0,0.0,570,0,0,0,570.0,0,0,0,0,570.0,0,0,0,0,0,0.0,872,660,212,11861.0,2344,1954,0,0,390,0,390,1800,2744,1200,300,200,24,420,180,420,3288,544,58,274,0,0,212,부채 상환,은행 예금,안전성,상승할 것이다,예
1231,3000.0,3000.0,3000.0,3000,0.0,0,0,0.0,0,0.0,3000.0,0,0.0,0,0,0.0,3000,0.0,0.0,0,3000,0.0,0.0,0,3000.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,492,286,206,15785.0,6962,6918,38,6,0,0,0,6116,3000,600,195,240,30,300,240,1395,3846,846,121,519,0,0,206,저축과 금융자산 투자,은행 예금,안전성,상승할 것이다,아니오
1232,1000.0,1000.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1000.0,0,0.0,0,0,0,1000,0,1000.0,0,0,0,0,0.0,0,0,0,1000,0.0,1000,0,0,0,0,0.0,60,0,60,45712.0,3303,0,2500,2,661,140,801,3054,2278,720,180,0,360,720,48,250,2527,249,59,130,0,0,60,저축과 금융자산 투자,은행 예금,안전성,변화 없을 것이다,아니오
1233,12634.0,12634.0,12634.0,1634,11000.0,0,0,0.0,0,0.0,12634.0,0,0.0,0,0,11000.0,0,1634.0,0.0,0,1634,11000.0,0.0,0,12634.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,996,216,780,27476.0,3807,0,3800,7,0,0,0,2725,3980,1200,300,1200,10,600,180,490,5062,1082,91,161,50,0,780,부채 상환,은행 예금,안전성,상승할 것이다,예
1236,4600.0,4600.0,4600.0,0,0.0,4000,0,0.0,600,0.0,4000.0,0,0.0,600,0,4600.0,0,0.0,0.0,0,0,0.0,600.0,4000,0.0,4600.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,186,0,186,6170.0,1952,886,889,5,172,0,172,1623,3390,1030,160,240,620,320,180,840,3719,329,61,82,0,0,186,부채 상환,은행 예금,안전성,모르겠다,아니오
1237,21000.0,21000.0,21000.0,0,0.0,0,0,21000.0,0,0.0,0.0,0,0.0,0,21000,0.0,0,21000.0,0.0,0,0,0.0,0.0,21000,0.0,21000.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,3960,3000,960,13512.0,12772,2769,10000,3,0,0,0,11352,3194,1200,120,0,50,960,144,720,4614,1420,172,288,0,0,960,부동산 구입,은행 예금,안전성,모르겠다,예
1240,2000.0,2000.0,2000.0,0,0.0,0,0,2000.0,0,0.0,0.0,0,2000.0,0,0,2000.0,0,0.0,0.0,0,0,2000.0,0.0,0,2000.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,40,0,40,38409.0,4097,0,2300,243,1454,100,1554,4014,1365,390,110,0,120,260,95,390,1448,83,43,0,0,0,40,부채 상환,은행 예금,접근성(이용의 편리성),변화 없을 것이다,아니오
1241,1000.0,1000.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1000.0,0,0.0,0,0,0,1000,0,0.0,0,0,1000,0,0.0,1000,0,0,0,1000.0,0,0,0,0,0,0.0,30,0,30,14940.0,5045,3600,1300,45,0,100,100,3659,4684,1800,384,0,1000,250,240,1010,6070,1386,93,583,400,280,30,부동산 구입,은행 예금,안전성,변화 없을 것이다,예
1242,6100.0,6100.0,6000.0,6000,0.0,0,0,0.0,0,0.0,6000.0,0,0.0,0,0,0.0,0,0.0,0.0,6000,6000,0.0,0.0,0,6000.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,100,0,0,0,0.0,145,0,145,8940.0,2141,2141,0,0,0,0,0,1596,1418,360,272,0,36,120,120,510,1963,545,47,93,100,160,145,부동산 구입,은행 예금,접근성(이용의 편리성),하락할 것이다,예
1245,50.0,50.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,50,0,0,0.0,50,50,0,750.0,2431,1740,304,0,287,100,387,2165,3156,720,720,96,60,480,240,840,3422,266,25,111,110,20,0,부동산 구입,은행 예금,안전성,모르겠다,예
1246,6400.0,1400.0,700.0,700,0.0,0,0,0.0,0,0.0,700.0,0,0.0,0,0,0.0,0,0.0,700.0,0,700,0.0,0.0,0,700.0,0.0,700.0,0,0.0,700,0,0,0,0,700.0,0,0,0,0,0.0,0,0,700,0,700.0,0,0,0,0,0,5000.0,380,236,144,44864.0,5662,389,4704,569,0,0,0,4761,3311,900,300,1420,12,180,264,235,4212,901,122,385,100,150,144,부동산 구입,은행 예금,안전성,상승할 것이다,예
1248,160.0,160.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,160,0,0,0.0,430,430,0,8890.0,3705,2471,0,19,915,300,1215,3525,915,320,100,0,20,150,65,260,1095,180,35,145,0,0,0,저축과 금융자산 투자,은행 예금,안전성,하락할 것이다,예
1249,400.0,400.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,400.0,0,0.0,0,0,0,400,0,400.0,0,0,0,0,0.0,0,0,0,400,0.0,400,0,0,0,0,0.0,11,0,11,56858.0,15873,15247,3,623,0,0,0,13065,4440,1200,250,1300,220,600,240,630,7248,2808,1429,904,400,64,11,부동산 구입,보험,수익성,하락할 것이다,아니오
1251,7962.0,7962.0,7962.0,0,7962.0,0,0,0.0,0,0.0,0.0,0,7962.0,0,0,0.0,0,7962.0,0.0,0,0,7962.0,0.0,0,7962.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,744,456,288,11788.0,3121,3090,0,3,28,0,28,2452,1560,600,150,0,20,200,240,350,2229,669,90,251,30,10,288,부채 상환,비은행금융기관 예금,접근성(이용의 편리성),변화 없을 것이다,예
1254,11680.0,11680.0,6680.0,0,0.0,0,4980,0.0,0,1700.0,0.0,0,6680.0,0,0,0.0,0,0.0,6680.0,0,4980,1700.0,0.0,0,6680.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,2000,0,3000,0.0,1466,1220,246,15780.0,3218,2786,42,47,343,0,343,2708,1216,550,240,0,30,120,96,180,1726,510,46,218,0,0,246,부채 상환,은행 예금,안전성,변화 없을 것이다,아니오
1255,2130.0,2130.0,130.0,0,0.0,0,0,0.0,130,0.0,0.0,0,130.0,0,0,130.0,0,0.0,0.0,0,0,0.0,130.0,0,0.0,130.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,2000,0,0,0,0.0,6,0,6,-1550.0,1384,0,0,0,1294,90,1384,1317,594,200,250,0,36,32,16,60,661,67,1,0,50,10,6,부동산 구입,은행 예금,안전성,변화 없을 것이다,예
1256,13800.0,13800.0,11800.0,3740,7500.0,0,0,0.0,560,0.0,7500.0,0,4300.0,0,0,0.0,0,11800.0,0.0,0,4300,7500.0,0.0,0,11800.0,0.0,2000.0,0,0.0,0,0,0,2000,0,2000.0,0,0,0,0,0.0,0,0,0,2000,0.0,2000,0,0,0,0,0.0,1500,773,727,33780.0,18106,17606,0,11,489,0,489,16735,4550,1800,600,540,30,360,480,740,5921,1371,283,225,100,36,727,부채 상환,은행 예금,안전성,변화 없을 것이다,예
1257,4120.0,4120.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,4120,0,0,0.0,440,440,0,1568.0,3156,2659,33,0,64,400,464,2736,1858,540,560,0,60,264,132,302,2278,420,46,164,210,0,0,부동산 구입,은행 예금,현금화 가능성,모르겠다,예
1259,2500.0,2500.0,1200.0,0,0.0,1200,0,0.0,0,0.0,1200.0,0,0.0,0,0,1200.0,0,0.0,0.0,0,0,0.0,0.0,1200,0.0,1200.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,1300,0,0,0.0,256,210,46,4216.0,1174,850,300,24,0,0,0,977,1032,360,84,0,24,110,144,310,1229,197,14,77,60,0,46,부동산 구입,은행 예금,안전성,변화 없을 것이다,예
