,부채,금융부채,담보대출,담보대출_대출용도_거주주택 구입,담보대출_대출용도_거주주택이외 부동산 구입,담보대출_대출용도_전(월)세 보증금 마련,담보대출_대출용도_부채상환,담보대출_대출용도_사업자금 마련,담보대출_대출용도_생활비 마련,담보대출_대출용도_기타 용도 등,담보대출_대출기관_은행(2010년은 농수협 중앙회 제외),담보대출_대출기관_저축은행,담보대출_대출기관_비은행금융기관(2010년은 농수협중앙회 포함),담보대출_대출기관_보험회사,담보대출_대출기관_기타 기관 등,담보대출_상환방법_만기일시,담보대출_상환방법_원금 분할 상환,담보대출_상환방법_원리금 분할 상환,담보대출_상환방법_원리금 분할 및 일부만기 상환,담보대출_상환방법_기타 상환방법,담보대출_담보형태_거주 주택,담보대출_담보형태_거주 주택 이외 부동산,담보대출_담보형태_예적금 보험 펀드 채권 등,"담보대출_담보형태_기타(전세권, 자동차 등)",부동산 담보대출,부동산 이외 담보대출,신용대출,신용대출_대출용도_거주주택 구입,신용대출_대출용도_거주주택이외 부동산 구입,신용대출_대출용도_전(월)세 보증금 마련,신용대출_대출용도_부채상환,신용대출_대출용도_사업자금 마련,신용대출_대출용도_생활비 마련,신용대출_대출용도_기타 용도 등,신용대출_대출기관_은행(2010년은 농수협 중앙회 제외),신용대출_대출기관_저축은행,신용대출_대출기관_비은행금융기관(2010년은 농수협중앙회 포함),신용대출_대출기관_보험회사,신용대출_대출기관_기타 기관 등,신용대출_상환방법_만기일시,신용대출_상환방법_원금 분할 상환,신용대출_상환방법_원리금 분할 상환,신용대출_상환방법_원리금 분할 및 일부만기 상환,신용대출_상환방법_기타 상환방법,신용대출_대출종류_신용대출,신용대출_대출종류_마이너스통장,신용카드 관련 대출,외상 및 할부미상환액,곗탄후 불입금액,개인 직장에서 빌린 돈_2017년 부터,임대보증금,원리금상환액,원금상환액,이자지급액,순자산액,경상소득(보완),근로소득(보완),사업소득(보완),재산소득(보완),공적 이전소득(보완),사적 이전소득(조사),이전소득(보완)[공적 이전소득(보완)+사적 이전소득(조사)],처분가능소득(보완)[경상소득(보완)-비소비지출(보완)],소비지출,식료품(외식비포함),주거비,교육비(보육료포함),의료비,교통비,통신비,기타 소비지출,"지출(보완)[비소비지출(보완)+소비지출(조사)](2012~2018년: 복지, 2019년~:공통)",비소비지출(보완),세금(보완),공적연금·사회보험료(보완),가구간 이전지출(조사),비영리단체 이전지출(조사),연간지급이자(조사),여유자금 운용 계획,금융자산 투자 시 운용방법,금융자산 투자 시 고려사항,거주지 주택가격 전망,여유자금 부동산 투자 여부
16367,40000.0,30000.0,30000.0,0,30000.0,0,0,0.0,0,0.0,30000.0,0,0.0,0,0,30000.0,0,0.0,0.0,0,0,30000.0,0.0,0,30000.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,10000.0,975,0,975,299780.0,43128,3600,30009,9279,240,0,240,31826,10980,3800,720,1500,700,600,380,3280,22282,11302,7435,2172,450,270,975,부채 상환,은행 예금,안전성,하락할 것이다,예
16368,10408.0,10408.0,5508.0,4008,0.0,0,0,0.0,0,1500.0,0.0,0,5508.0,0,0,0.0,0,5508.0,0.0,0,5508,0.0,0.0,0,5508.0,0.0,2900.0,0,0.0,0,0,0,0,2900,2900.0,0,0,0,0,0.0,0,0,0,2900,2900.0,0,2000,0,0,0,0.0,484,100,384,10272.0,7567,3830,3600,37,0,100,100,6470,3315,1200,180,0,35,700,200,1000,4412,1097,104,389,160,60,384,부채 상환,은행 예금,안전성,변화 없을 것이다,아니오
16369,7950.0,7950.0,7800.0,7800,0.0,0,0,0.0,0,0.0,7800.0,0,0.0,0,0,0.0,0,7800.0,0.0,0,7800,0.0,0.0,0,7800.0,0.0,150.0,0,0.0,0,0,0,150,0,150.0,0,0,0,0,0.0,0,0,0,150,0.0,150,0,0,0,0,0.0,512,200,312,5128.0,2701,2372,10,0,319,0,319,2025,2434,1000,180,0,10,240,144,860,3110,676,29,335,0,0,312,부채 상환,은행 예금,안전성,하락할 것이다,예
16374,35463.0,35463.0,11000.0,0,0.0,11000,0,0.0,0,0.0,11000.0,0,0.0,0,0,0.0,0,0.0,11000.0,0,0,0.0,0.0,11000,0.0,11000.0,24463.0,0,0.0,0,0,0,3000,21463,24463.0,0,0,0,0,3000.0,0,0,21463,0,24463.0,0,0,0,0,0,0.0,935,500,435,-8443.0,4720,4700,0,20,0,0,0,3619,1459,600,180,0,20,100,84,475,2560,1101,227,359,0,80,435,저축과 금융자산 투자,은행 예금,안전성,하락할 것이다,아니오
16376,28700.0,16700.0,14000.0,0,0.0,0,0,0.0,14000,0.0,0.0,0,14000.0,0,0,0.0,0,0.0,14000.0,0,14000,0.0,0.0,0,14000.0,0.0,500.0,0,0.0,0,0,0,500,0,0.0,0,500,0,0,0.0,0,0,0,500,0.0,500,0,2200,0,0,12000.0,490,0,490,68571.0,9556,5693,3825,38,0,0,0,8067,6000,1400,300,0,200,1100,400,2600,7489,1489,124,755,120,0,490,부채 상환,개인연금,안전성,상승할 것이다,예
16377,100.0,100.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,100,0,0,0,0.0,0,0,0,21770.0,1619,1408,170,6,35,0,35,1479,2900,360,200,0,500,240,400,1200,3040,140,18,122,0,0,0,부채 상환,수익증권(펀드 등 간접투자),안전성,상승할 것이다,예
16378,34000.0,34000.0,14000.0,0,0.0,14000,0,0.0,0,0.0,14000.0,0,0.0,0,0,0.0,0,14000.0,0.0,0,0,0.0,0.0,14000,0.0,14000.0,5000.0,0,0.0,0,0,5000,0,0,0.0,0,5000,0,0,0.0,0,0,0,5000,0.0,5000,0,10000,0,5000,0.0,10100,9500,600,36140.0,10472,4230,6000,2,240,0,240,8075,2420,1200,200,60,80,200,180,500,4817,2397,679,878,40,200,600,부채 상환,은행 예금,안전성,모르겠다,아니오
16380,27000.0,2000.0,2000.0,2000,0.0,0,0,0.0,0,0.0,2000.0,0,0.0,0,0,2000.0,0,0.0,0.0,0,2000,0.0,0.0,0,2000.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,25000.0,78,0,78,60226.0,2000,1011,0,19,970,0,970,1642,1200,526,180,0,96,60,48,290,1558,358,109,25,50,96,78,저축과 금융자산 투자,은행 예금,안전성,변화 없을 것이다,아니오
16382,16976.0,16976.0,12664.0,9664,0.0,0,0,3000.0,0,0.0,9664.0,0,0.0,3000,0,3000.0,0,9664.0,0.0,0,9664,0.0,3000.0,0,9664.0,3000.0,1000.0,0,0.0,0,0,0,1000,0,1000.0,0,0,0,0,0.0,0,0,0,1000,0.0,1000,0,3312,0,0,0.0,1266,836,430,20451.0,8543,1158,7079,2,304,0,304,7478,4600,600,240,2000,1000,60,60,640,5665,1065,102,293,200,40,430,저축과 금융자산 투자,은행 예금,안전성,변화 없을 것이다,예
16383,13560.0,13560.0,4230.0,4230,0.0,0,0,0.0,0,0.0,4230.0,0,0.0,0,0,0.0,0,4230.0,0.0,0,4230,0.0,0.0,0,4230.0,0.0,9330.0,0,9180.0,0,0,0,0,150,9330.0,0,0,0,0,0.0,0,9180,0,150,9180.0,150,0,0,0,0,0.0,3343,2640,703,72002.0,9859,7283,1600,976,0,0,0,6979,5356,840,336,660,1500,600,240,1180,8236,2880,473,941,600,163,703,저축과 금융자산 투자,은행 예금,안전성,하락할 것이다,아니오
16387,1452.0,1452.0,1450.0,1450,0.0,0,0,0.0,0,0.0,0.0,0,1450.0,0,0,0.0,1450,0.0,0.0,0,1450,0.0,0.0,0,1450.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,2,0,0,0.0,613,513,100,10011.0,6793,6251,4,8,530,0,530,5869,2404,960,240,0,230,120,456,398,3328,924,67,457,60,240,100,저축과 금융자산 투자,은행 예금,안전성,모르겠다,아니오
16388,1928.0,1928.0,1928.0,1928,0.0,0,0,0.0,0,0.0,1928.0,0,0.0,0,0,0.0,0,1928.0,0.0,0,1928,0.0,0.0,0,1928.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,180,36,144,19293.0,2305,1343,0,0,662,300,962,1915,1502,840,120,240,48,60,48,146,1892,390,13,123,100,10,144,저축과 금융자산 투자,은행 예금,안전성,변화 없을 것이다,아니오
16391,14000.0,14000.0,10000.0,10000,0.0,0,0,0.0,0,0.0,10000.0,0,0.0,0,0,0.0,0,10000.0,0.0,0,10000,0.0,0.0,0,10000.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,4000,0.0,306,0,306,7395.0,7111,7100,0,11,0,0,0,6492,2540,780,200,0,350,500,160,550,3159,619,51,212,50,0,306,부동산 구입,은행 예금,안전성,상승할 것이다,예
16392,10000.0,10000.0,10000.0,10000,0.0,0,0,0.0,0,0.0,10000.0,0,0.0,0,0,0.0,10000,0.0,0.0,0,10000,0.0,0.0,0,10000.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,1020,720,300,32555.0,3631,3630,0,1,0,0,0,2652,1870,400,240,0,30,240,130,830,2849,979,85,294,300,0,300,"내구재(자동차, 가구 등) 구입",저축은행 예금,안전성,모르겠다,예
16393,14915.0,14915.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,14915.0,0,14915.0,0,0,0,0,0,14915.0,0,0,0,0,0.0,0,0,0,14915,14915.0,0,0,0,0,0,0.0,5158,5000,158,85821.0,8874,8655,140,79,0,0,0,7599,4910,2000,300,0,80,960,420,1150,6185,1275,200,817,100,0,158,저축과 금융자산 투자,은행 예금,안전성,변화 없을 것이다,아니오
16396,1000.0,1000.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,600,400,0,0,0.0,205,100,105,-420.0,1725,1654,0,6,65,0,65,1576,2076,480,500,0,20,70,336,670,2225,149,2,42,0,0,105,부동산 구입,은행 예금,안전성,상승할 것이다,예
16398,4600.0,4600.0,4300.0,0,4300.0,0,0,0.0,0,0.0,0.0,0,4300.0,0,0,4300.0,0,0.0,0.0,0,0,4300.0,0.0,0,4300.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,300,0,0,0.0,980,800,180,7258.0,9401,9374,0,0,27,0,27,8409,3030,720,540,0,500,240,180,850,4022,992,148,544,120,0,180,부동산 구입,은행 예금,수익성,변화 없을 것이다,예
16399,15000.0,15000.0,15000.0,15000,0.0,0,0,0.0,0,0.0,15000.0,0,0.0,0,0,0.0,0,0.0,15000.0,0,15000,0.0,0.0,0,15000.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,13010.0,2501,0,2501,0,0,0,0,2311,2056,600,240,0,36,600,180,400,2246,190,37,153,0,0,0,저축과 금융자산 투자,은행 예금,안전성,하락할 것이다,아니오
16401,15000.0,15000.0,15000.0,10000,5000.0,0,0,0.0,0,0.0,15000.0,0,0.0,0,0,5000.0,0,10000.0,0.0,0,10000,5000.0,0.0,0,15000.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,1250,600,650,325000.0,9726,7401,0,2325,0,0,0,6620,6450,900,1500,0,1800,1000,200,1050,9556,3106,1554,902,0,0,650,부동산 구입,은행 예금,안전성,상승할 것이다,예
16402,4000.0,4000.0,4000.0,4000,0.0,0,0,0.0,0,0.0,4000.0,0,0.0,0,0,0.0,0,4000.0,0.0,0,4000,0.0,0.0,0,4000.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,292,225,67,89580.0,11680,1900,9608,132,40,0,40,6225,5710,1200,480,1800,50,360,120,1700,11165,5455,3477,1261,400,250,67,저축과 금융자산 투자,은행 예금,안전성,모르겠다,아니오
16403,2100.0,2100.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,100,0,2000,0.0,600,600,0,5276.0,1218,0,1000,68,150,0,150,1066,650,360,50,0,30,20,100,90,802,152,40,112,0,0,0,부채 상환,은행 예금,안전성,변화 없을 것이다,아니오
16405,30.0,30.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,30,0,0,0.0,900,900,0,4570.0,2581,2580,0,1,0,0,0,2357,2248,840,84,0,20,84,120,1100,2472,224,1,223,0,0,0,저축과 금융자산 투자,은행 예금,안전성,변화 없을 것이다,아니오
16406,2600.0,2600.0,2400.0,2400,0.0,0,0,0.0,0,0.0,0.0,0,0.0,2400,0,2400.0,0,0.0,0.0,0,2400,0.0,0.0,0,2400.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,200,0,0,0.0,300,300,0,60560.0,3013,0,0,13,0,3000,3000,2973,2439,600,480,0,100,240,84,935,2479,40,40,0,0,0,0,부채 상환,저축은행 예금,안전성,모르겠다,아니오
16407,2069.0,2069.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2000.0,0,0.0,0,0,2000,0,0,0.0,2000,0,0,0,0.0,0,0,0,2000,2000.0,0,0,69,0,0,0.0,300,0,300,-2059.0,3200,3200,0,0,0,0,0,2796,1396,360,240,0,50,240,96,410,1800,404,44,40,20,0,300,부채 상환,은행 예금,현금화 가능성,변화 없을 것이다,예
16410,50.0,50.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,50,0,0,0.0,250,250,0,5758.0,2553,2532,0,21,0,0,0,2304,1960,900,360,0,50,20,100,530,2209,249,24,175,50,0,0,저축과 금융자산 투자,개인연금,안전성,모르겠다,아니오
16412,16000.0,10000.0,10000.0,10000,0.0,0,0,0.0,0,0.0,0.0,0,10000.0,0,0,10000.0,0,0.0,0.0,0,10000,0.0,0.0,0,10000.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,6000.0,350,0,350,127164.0,10761,0,5400,5261,0,100,100,9663,5620,2400,360,600,350,840,300,770,6718,1098,549,139,60,0,350,부채 상환,은행 예금,현금화 가능성,하락할 것이다,예
16413,27810.0,27810.0,26600.0,4800,0.0,21800,0,0.0,0,0.0,26600.0,0,0.0,0,0,21800.0,0,4800.0,0.0,0,4800,21800.0,0.0,0,26600.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,700,510,0,0.0,5360,4666,694,91383.0,8706,2820,4800,203,883,0,883,7017,3119,1356,313,120,100,420,280,530,4808,1689,430,215,150,200,694,부채 상환,은행 예금,안전성,모르겠다,예
16414,300.0,300.0,300.0,0,0.0,0,0,0.0,0,300.0,300.0,0,0.0,0,0,0.0,0,300.0,0.0,0,0,0.0,300.0,0,0.0,300.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,177,150,27,5496.0,1981,1980,0,1,0,0,0,1627,1088,480,108,0,30,120,180,170,1442,354,2,325,0,0,27,부동산 구입,은행 예금,안전성,변화 없을 것이다,예
16415,2000.0,2000.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,2000,0.0,0,0,0,8580.0,5782,5714,0,68,0,0,0,5273,2506,480,120,0,100,360,96,1350,3015,509,85,424,0,0,0,저축과 금융자산 투자,저축은행 예금,현금화 가능성,하락할 것이다,예
16416,5230.0,5230.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,3000.0,0,0.0,0,0,0,3000,0,3000.0,0,0,0,0,3000.0,0,0,0,0,3000.0,0,0,2230,0,0,0.0,770,770,0,6352.0,11203,6089,4986,4,124,0,124,10257,3570,1200,730,0,120,360,240,920,4516,946,340,456,150,0,0,부동산 구입,저축은행 예금,안전성,변화 없을 것이다,예
16417,6500.0,3500.0,3500.0,2600,0.0,0,0,0.0,900,0.0,2600.0,500,0.0,400,0,0.0,0,3500.0,0.0,0,2600,0.0,400.0,500,2600.0,900.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,3000.0,1089,930,159,27660.0,5862,1873,2930,12,1047,0,1047,5519,3078,1520,160,0,280,180,220,718,3421,343,47,137,0,0,159,부채 상환,은행 예금,수익성,변화 없을 것이다,아니오
16418,2500.0,2500.0,2500.0,0,2500.0,0,0,0.0,0,0.0,2500.0,0,0.0,0,0,2500.0,0,0.0,0.0,0,2500,0.0,0.0,0,2500.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,2156,2000,156,134578.0,7112,0,6002,980,0,130,130,4822,3870,1400,240,0,50,500,180,1500,6160,2290,1176,768,120,70,156,부채 상환,은행 예금,안전성,변화 없을 것이다,예
16421,2800.0,300.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,300.0,0,0.0,0,0,0,0,300,0.0,0,300,0,0,300.0,0,0,0,0,300.0,0,0,0,0,0,2500.0,11,0,11,31520.0,1107,0,0,108,519,480,999,1071,946,420,168,0,120,20,18,200,982,36,25,0,0,0,11,부채 상환,은행 예금,안전성,모르겠다,아니오
16426,35635.0,35135.0,33385.0,20660,12725.0,0,0,0.0,0,0.0,20660.0,0,12725.0,0,0,0.0,0,33385.0,0.0,0,20660,12725.0,0.0,0,33385.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,500,1250,0,0,500.0,1720,960,760,58993.0,8981,4723,0,466,3792,0,3792,7434,4630,1280,400,0,1500,300,200,950,6177,1547,166,361,180,80,760,부채 상환,은행 예금,안전성,변화 없을 것이다,예
16427,59000.0,9000.0,9000.0,0,9000.0,0,0,0.0,0,0.0,9000.0,0,0.0,0,0,0.0,0,9000.0,0.0,0,9000,0.0,0.0,0,9000.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,50000.0,13264,13000,264,151060.0,8965,422,4800,3743,0,0,0,7732,2014,720,360,0,300,120,144,370,3247,1233,285,684,0,0,264,저축과 금융자산 투자,저축은행 예금,수익성,변화 없을 것이다,예
16428,2160.0,2160.0,1800.0,0,0.0,1800,0,0.0,0,0.0,1800.0,0,0.0,0,0,0.0,0,0.0,1800.0,0,0,0.0,0.0,1800,0.0,1800.0,100.0,0,0.0,0,0,0,0,100,0.0,0,0,0,100,0.0,0,0,0,100,100.0,0,0,260,0,0,0.0,48,0,48,4204.0,702,0,0,2,0,700,700,653,623,240,35,0,50,50,48,200,672,49,1,0,0,0,48,부동산 구입,비은행금융기관 예금,안전성,모르겠다,예
16430,18800.0,7300.0,4500.0,0,0.0,4500,0,0.0,0,0.0,4500.0,0,0.0,0,0,0.0,0,4500.0,0.0,0,4500,0.0,0.0,0,4500.0,0.0,2800.0,0,0.0,0,0,0,2800,0,2800.0,0,0,0,0,0.0,0,0,0,2800,0.0,2800,0,0,0,0,11500.0,860,500,360,195200.0,4451,986,0,2328,1137,0,1137,3783,1676,600,360,0,36,200,80,400,2344,668,274,34,0,0,360,저축과 금융자산 투자,은행 예금,안전성,상승할 것이다,아니오
16433,4650.0,4650.0,1500.0,0,0.0,1500,0,0.0,0,0.0,1500.0,0,0.0,0,0,1500.0,0,0.0,0.0,0,0,0.0,0.0,1500,0.0,1500.0,1600.0,0,0.0,0,0,0,0,1600,1600.0,0,0,0,0,0.0,0,0,1600,0,1600.0,0,0,50,0,1500,0.0,540,400,140,7075.0,4422,4320,0,0,102,0,102,4037,1900,600,400,0,120,120,180,480,2285,385,1,244,0,0,140,저축과 금융자산 투자,은행 예금,안전성,상승할 것이다,아니오
16434,8000.0,8000.0,8000.0,8000,0.0,0,0,0.0,0,0.0,8000.0,0,0.0,0,0,8000.0,0,0.0,0.0,0,8000,0.0,0.0,0,8000.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,1334,1000,334,53880.0,2746,1411,0,17,958,360,1318,2280,2581,460,270,0,40,15,96,1700,3047,466,66,66,0,0,334,부채 상환,은행 예금,안전성,상승할 것이다,아니오
16436,3900.0,3900.0,3500.0,0,0.0,3500,0,0.0,0,0.0,3500.0,0,0.0,0,0,3500.0,0,0.0,0.0,0,0,0.0,0.0,3500,0.0,3500.0,400.0,0,0.0,0,0,0,0,400,0.0,0,0,400,0,0.0,400,0,0,0,400.0,0,0,0,0,0,0.0,568,400,168,9903.0,3150,2300,0,0,610,240,850,2776,1510,650,90,150,10,100,140,370,1884,374,7,145,30,24,168,저축과 금융자산 투자,은행 예금,안전성,변화 없을 것이다,예
16438,500.0,500.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,500,0,0,0.0,620,620,0,28816.0,1330,600,0,202,528,0,528,1082,1872,480,128,0,1000,84,50,130,2120,248,68,0,0,180,0,저축과 금융자산 투자,저축은행 예금,수익성,변화 없을 것이다,아니오
16441,17500.0,15000.0,15000.0,0,15000.0,0,0,0.0,0,0.0,15000.0,0,0.0,0,0,0.0,0,0.0,15000.0,0,0,15000.0,0.0,0,15000.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,2500.0,2089,1439,650,37649.0,14825,1028,11500,1458,839,0,839,12479,2700,1200,210,0,5,180,120,985,5046,2346,1219,229,0,248,650,부동산 구입,비은행금융기관 예금,안전성,변화 없을 것이다,예
16442,4300.0,4300.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,4300.0,0,0.0,0,0,2600,1700,0,0.0,2800,0,0,1500,1500.0,0,0,0,2800,4300.0,0,0,0,0,0,0.0,1231,200,1031,-38.0,10309,9738,491,16,64,0,64,8913,3054,720,370,0,60,1010,396,498,4450,1396,107,258,0,0,1031,부채 상환,은행 예금,접근성(이용의 편리성),모르겠다,예
16443,6700.0,2700.0,2500.0,2500,0.0,0,0,0.0,0,0.0,2500.0,0,0.0,0,0,0.0,0,0.0,2500.0,0,2500,0.0,0.0,0,2500.0,0.0,200.0,0,0.0,0,0,0,200,0,0.0,0,0,200,0,0.0,0,0,200,0,200.0,0,0,0,0,0,4000.0,1289,1000,289,53664.0,3384,1065,111,1568,640,0,640,2894,1559,500,100,0,33,10,180,736,2049,490,74,127,0,0,289,기타,은행 예금,수익성,상승할 것이다,아니오
16444,20200.0,10200.0,10000.0,0,0.0,0,0,10000.0,0,0.0,0.0,0,10000.0,0,0,5000.0,0,5000.0,0.0,0,10000,0.0,0.0,0,10000.0,0.0,200.0,0,0.0,0,200,0,0,0,0.0,0,200,0,0,0.0,0,0,0,200,0.0,200,0,0,0,0,10000.0,2054,1850,204,189310.0,9559,6624,0,2935,0,0,0,8522,4040,600,300,1200,400,200,240,1100,5077,1037,370,463,0,0,204,저축과 금융자산 투자,비은행금융기관 예금,수익성,상승할 것이다,예
16445,65100.0,64100.0,60000.0,28000,0.0,0,0,32000.0,0,0.0,60000.0,0,0.0,0,0,32000.0,0,28000.0,0.0,0,28000,32000.0,0.0,0,60000.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,4100,0,0,1000.0,5100,3420,1680,171260.0,19008,4200,13000,983,825,0,825,11476,12130,1200,660,2200,600,720,250,6500,19662,7532,2463,1189,200,2000,1680,부동산 구입,은행 예금,현금화 가능성,상승할 것이다,예
16446,8530.0,8530.0,8000.0,0,8000.0,0,0,0.0,0,0.0,8000.0,0,0.0,0,0,0.0,0,8000.0,0.0,0,0,8000.0,0.0,0,8000.0,0.0,500.0,0,0.0,0,0,0,500,0,500.0,0,0,0,0,0.0,0,0,0,500,0.0,500,0,30,0,0,0.0,320,300,20,7200.0,2535,85,2400,0,0,50,50,2410,1844,480,220,0,350,120,144,530,1969,125,23,82,0,0,20,부채 상환,은행 예금,안전성,상승할 것이다,예
16447,2450.0,2450.0,1500.0,0,0.0,0,0,0.0,1500,0.0,0.0,0,0.0,1500,0,1500.0,0,0.0,0.0,0,0,0.0,1500.0,0,0.0,1500.0,750.0,0,0.0,0,0,0,750,0,0.0,0,750,0,0,0.0,750,0,0,0,750.0,0,100,100,0,0,0.0,569,494,75,7183.0,2466,0,2400,3,63,0,63,2257,1165,240,370,0,55,50,130,320,1374,209,1,133,0,0,75,부채 상환,저축은행 예금,안전성,변화 없을 것이다,예
16448,7156.0,7156.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,850.0,0,0.0,0,0,850,0,0,850.0,0,0,0,0,0.0,850,0,0,0,850.0,0,670,5636,0,0,0.0,1418,1190,228,4832.0,5004,0,5000,4,0,0,0,2549,2642,1208,540,0,50,360,84,400,5097,2455,421,246,1560,0,228,부채 상환,저축은행 예금,안전성,하락할 것이다,예
16452,1011.0,11.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,11,0,0,1000.0,132,132,0,157189.0,7076,0,0,4608,2468,0,2468,6177,5804,2400,360,0,2500,240,72,232,6703,899,380,319,200,0,0,저축과 금융자산 투자,은행 예금,안전성,변화 없을 것이다,아니오
